State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,13/02/2025,1900,2000,2000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,04/11/2024,8000,8100,8100,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,06/11/2024,8000,8100,8100,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,23/11/2024,5100,5200,5200,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,27/11/2024,4400,4500,4500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,07/11/2024,7900,8000,8000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,08/11/2024,7800,7900,7900,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,13/11/2024,7000,7100,7100,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,07/01/2023,2700,2800,2800,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,18/01/2023,2900,3000,3000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,26/01/2023,2900,3000,3000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,29/01/2023,2900,3000,3000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,01/02/2023,2900,3000,3000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,04/02/2023,3000,3100,3100,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,07/02/2023,3400,3500,3500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,09/02/2023,3500,3600,3600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,14/02/2023,3500,3600,3600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,01/03/2023,4000,4100,4100,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,16/03/2023,4100,4200,4200,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,22/03/2023,4400,4500,4500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,25/08/2023,13200,13300,13300,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,04/09/2023,13400,13500,13500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,21/09/2023,13900,14000,14000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,25/09/2023,13900,14000,14000,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,18/10/2023,6600,6700,6700,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,21/10/2023,6800,6900,6900,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,29/10/2023,6500,6600,6600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,08/11/2023,7000,7100,7100,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,21/11/2023,6400,6500,6500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,23/11/2023,6500,6600,6600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,25/11/2023,6500,6600,6600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,27/11/2023,6500,6600,6600,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,01/12/2023,6400,6500,6500,103
Kerala,Wayanad,Kalpetta,Ginger(Green),Green Ginger,FAQ,04/12/2023,6400,6500,6500,103
